Code,Name,Officialname,Registration_number,Keph level,Facility type,Facility_type_category,Owner,Owner type,Regulatory body,Beds,Cots,County,Constituency,Sub county,Ward,Operation status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Service_names,Approved,Public visible,Closed
20670,Cana Medical Clinic,Cana Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Machakos,Matungulu,Matungulu,Tala,Operational,No,No,No,No,,Yes,Yes,No
20668,St Agnes Health Care Clinic,St Agnes Health Care Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Kisii,Bobasi,Bobasi,Bobasi Chache,Operational,No,No,No,No,,Yes,Yes,No
20667,Neighbours Medical Clinic Kabazi,Neighbours Medical Clinic Kabazi,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Nakuru,Subukia,Subukia,Kabazi,Operational,No,No,No,No,,Yes,Yes,No
20666,Okana Dispensary,Okana Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,1,Kisumu,Nyando,Nyando,Kobura,Operational,No,No,No,No,,Yes,Yes,No
20665,Kenyatta Road Medical Centre,Kenyatta Road Medical Centre,None,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0,0,Kiambu,Juja,Juja,Kalimoni,Operational,No,No,No,No,,Yes,Yes,No
20664,Elias Medical Clinic,Elias Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Kiambu,Juja,Juja,Kalimoni,Operational,No,No,No,No,,Yes,Yes,No
20663,Kimbo Healthcare Centre,Kimbo Healthcare Centre,None,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Kiambu,Juja,Juja,Murera,Operational,No,No,No,No,,Yes,Yes,No
20661,Kalivu Dispensary,Kalivu Dspensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kitui,Kitui South,Kitui South,Athi,Operational,No,No,No,No,,Yes,Yes,No
20660,Narengewoi Dispensary,Narengewoi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Turkana,Turkana North,Turkana North,Lakezone,Operational,No,No,No,No,,Yes,Yes,No
20659,Katulu Dispensary,Katulu Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kitui,Kitui South,Kitui South,Athi,Operational,No,No,No,No,,Yes,Yes,No
20658,Mukua Nima Dispensary,Mukua Nima Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kitui,Kitui South,Kitui South,Athi,Operational,No,No,No,No,,Yes,Yes,No
20657,St Mary's Mission International Medical Clinic,St Mary's Mission International Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Kiambu,Gatundu South,Gatundu South,Ngenda,Operational,No,No,No,No,,Yes,Yes,No
20655,Prestige Medical Centre,Prestige Medical Centre,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),1,0,Kiambu,Limuru,Limuru,Bibirioni,Operational,No,No,No,No,,Yes,Yes,No
20654,Kiriri Dispensary,Kiriri Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Nursing Council of Kenya (Private Practice),0,0,Kiambu,Limuru,Limuru,Ndeiya,Operational,No,No,No,No,,Yes,Yes,No
20652,Rehema Medical Clinic,Rehema Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Kiambu,Limuru,Limuru,Limuru East,Operational,No,No,No,No,,Yes,Yes,No
20651,Kulamawe Medical Services,Kulamawe Medical Services,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),8,10,Isiolo,Isiolo North,Isiolo,Bulla Pesa,Operational,No,No,No,No,,Yes,Yes,No
20650,Koibarak Dispensary,Koibarak Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nandi,Aldai,Aldai,Kabwareng,Operational,No,No,No,No,,Yes,Yes,No
20649,Finlays Lemotit Farm Dispensary,Finlays Lemotit Farm Dispensary,None,Level 2,Dispensary,DISPENSARY,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB - Private Practice (deleted),0,0,Nakuru,Kuresoi North,Kuresoi North,Kiptororo,Operational,No,No,No,No,,Yes,Yes,No
20648,Hillcrest Medical Clinic,Hillcrest Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Uasin Gishu,Ainabkoi,Ainabkoi,Ainabkoi/Olare,Operational,No,No,No,No,,Yes,Yes,No
20647,Rongo University Medical Center,Rongo University Medical Center,None,Level 3,Medical Center,MEDICAL CENTER,Public Institution - Academic,Ministry of Health,Kenya MPDB,2,0,Migori,Rongo,Rongo,South Kamagambo,Operational,No,No,No,No,,Yes,Yes,No
20646,Magiina Dispensary,Magiina Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kiambu,Lari,Lari,Kijabe,Operational,No,No,No,No,,Yes,Yes,No
20645,Truecare Medical Clinic,Truecare Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Nyandarua,Kinangop,Kinangop,Gathara,Operational,No,No,No,No,,Yes,Yes,No
20644,Kamburu Dispensary,Kamburu Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kiambu,Lari,Lari,Kamburu,Operational,No,No,No,No,,Yes,Yes,No
20643,Gituamba Mathore Dispensary,Gituamba Mathore Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kiambu,Lari,Lari,Lari/Kirenga,Operational,No,No,No,No,,Yes,Yes,No
20641,Congo medical services,Congo medical services,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,"Kenya Medical Laboratory, Tech & Technologists Board",0,0,Nairobi,Roysambu,Roysambu,Kahawa,Operational,No,No,No,No,,Yes,Yes,No
20640,Rapha Clinic,Rapha Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,20,0,Makueni,Makueni,Makueni,Wote,Operational,No,No,No,No,,Yes,Yes,No
20639,Kakelae Dispensary,Kakelae Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Turkana,Turkana North,Kibish,Kibish,Operational,No,No,No,No,,Yes,Yes,No
20638,Napak Dispensary,Napak Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Turkana,Turkana North,Kibish,Kibish,Operational,No,No,No,No,,Yes,Yes,No
20637,Karebur Dispensary,Karebur Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Turkana,Turkana North,Kibish,Kibish,Operational,No,No,No,No,,Yes,Yes,No
20635,Kapkirwa Dispensary,Kapkirwa Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nandi,Tinderet,Tinderet,Tinderet,Operational,No,No,No,No,,Yes,Yes,No
20634,Baobab Annex Clinic,Baobab Annex Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Mombasa,Kisauni,Kisauni,Junda,Operational,No,No,No,No,,Yes,Yes,No
20633,Nduuri Dispensary,Nduuri Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Embu,Runyenjes,Runyenjes,Kagaari North,Operational,No,No,No,No,,Yes,Yes,No
20631,Faith Medical Services,Faith Medical Services,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Laikipia,Laikipia West,Laikipia West,Marmanet,Operational,No,No,No,No,,Yes,Yes,No
20630,Jamii Health Services ( Marmanet),Jamii Health Services,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Nyandarua,Kinangop,Kinangop,Engineer,Operational,No,No,No,No,,Yes,Yes,No
20628,Avenue Hospital Thika,Avenue Hospital Thika,None,Level 2,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,78,3,Kiambu,Thika Town,Thika Town,Township,Operational,Yes,No,No,No,,Yes,Yes,No
20627,Soweto West Community Clinic,Soweto West Community Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Ministry of Health,Ministry of Health,Kenya MPDB,0,0,Nairobi,Langata,Langata,Mugumo-ini,Operational,No,No,No,No,,Yes,Yes,No
20626,Gatwikira B Community Clinic,Gatwikira B Community Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Ministry of Health,Ministry of Health,Kenya MPDB,0,0,Nairobi,Kibra,Kibra,Sarang'ombe,Operational,No,No,No,No,,Yes,Yes,No
20625,Karanja Road Community Clinic,Karanja Road Community Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Ministry of Health,Ministry of Health,Kenya MPDB,0,0,Nairobi,Kibra,Kibra,Makina,Operational,No,No,No,No,,Yes,Yes,No
20624,Makina Community Clinic,Makina Community Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Kibra,Kibra,Makina,Operational,No,No,No,No,,Yes,Yes,No
20623,Lindi Community Clinic,Lindi Community Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Kibra,Kibra,Lindi,Operational,No,No,No,No,,Yes,Yes,No
20622,Silanga Community Clinic,Silanga Community Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Ministry of Health,Ministry of Health,Kenya MPDB,0,0,Nairobi,Kibra,Langata,Nyayo Highrise,Operational,No,No,No,No,,Yes,Yes,No
20621,Kianda 42 Community Clinic,Kianda 42 Community Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Kibra,Kibra,Sarang'ombe,Operational,No,No,No,No,,Yes,Yes,No
20620,Ramba Health Centre,Ramba Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,2,1,Nyamira,West Mugirango,Nyamira,Bogichora,Operational,No,No,No,No,,Yes,Yes,No
20619,Oasis Specialist Hospital,Oasis Specialist Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0,0,Kisii,Kitutu Chache South,Kitutu Chache South,Kitutu Central,Operational,No,No,No,No,,Yes,Yes,No
20618,Mungetho Dispensary,Mungetho Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nakuru,Kuresoi North,Kuresoi North,Nyota,Operational,No,No,No,No,,Yes,Yes,No
20617,Sasimua Dispensary,Sasimua Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nakuru,Kuresoi North,Kuresoi North,Nyota,Operational,No,No,No,No,,Yes,Yes,No
20615,St. Mary Magdalene Clinic,St Mary Magdalene Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Embu,Manyatta,Manyatta,Ruguru-ngandori,Operational,No,No,No,No,,Yes,Yes,No
20612,Wajir Beyond Zero Mobile Clinic,Wajir Beyond Zero Mobile Clinic,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Wajir,Wajir East,Wajir East,Wagberi,Operational,No,No,No,No,,Yes,Yes,No
20611,Edcef Care Health Services,Edcef Care Health Services,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Kiambu,Lari,Lari,Nyanduma,Operational,No,No,No,No,,Yes,Yes,No
20610,Marigo Dispensary,Marigo Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,0,Bungoma,Mt. Elgon,Cheptais,Chesikaki,Operational,No,No,No,No,,Yes,Yes,No
20609,Kargi Health Centre,Kargi Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,4,4,Marsabit,Laisamis,Laisamis,Kargi/South Horr,Operational,No,No,No,No,,Yes,Yes,No
20608,Parkishon Dispensary,Parkishon Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Marsabit,Saku,Saku,Karare,Operational,No,No,No,No,,Yes,Yes,No
20607,Ndege Dispensary,Ndege Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nakuru,Bahati,Nakuru North,Lanet/Umoja,Operational,No,No,No,No,,Yes,Yes,No
20606,Kelunet Dispensary,Kelunet Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kericho,Bureti,Bureti,Tebesonik,Operational,No,No,No,No,,Yes,Yes,No
20604,Nopri Medical Clinic,Nopri Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Kiambu,Kiambu,Kiambu Town,Township,Operational,No,No,No,No,,Yes,Yes,No
20603,Gurumesa Dispensary,Gurumesa Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Marsabit,Moyale,Moyale,Moyale Township,Operational,No,No,No,No,,Yes,Yes,No
20601,Balla Dispensary,Balla Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Marsabit,Laisamis,Laisamis,Korr/Ngurunit,Operational,No,No,No,No,,Yes,Yes,No
20600,Burri Aramia,Burri Aramia Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Marsabit,Laisamis,Laisamis,Korr/Ngurunit,Operational,No,No,No,No,,Yes,Yes,No
20599,Medisol Clinic,Medisol Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Machakos,Mavoko,Athi River,Syokimau/Mulolongo,Operational,No,No,No,No,,Yes,Yes,No
20596,Munanda Dispensary,Munanda Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nakuru,Subukia,Subukia,Subukia,Operational,No,No,No,No,,Yes,Yes,No
20595,Tetu Dispensary,Tetu Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nakuru,Subukia,Subukia,Subukia,Operational,No,No,No,No,,Yes,Yes,No
20594,Londiani Forest Dispensary,Londiani Forest Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,4,1,Kericho,Kipkelion West,Kipkelion West,Kamasian,Operational,No,No,No,No,,Yes,Yes,No
20593,Katilia Dispensary,Katilia Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Turkana,Turkana East,Turkana East,Katilia,Operational,No,No,No,No,,Yes,Yes,No
20592,Lotubae (AIC) Dispensary,Lotubae (AIC) Dispensary,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,2,0,Turkana,Turkana East,Turkana East,Lokori/Kochodin,Operational,No,No,No,No,,Yes,Yes,No
20591,Kianjuri Dispensary,Kianjuri Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Meru,North Imenti,Imenti North,Ntima West,Operational,No,No,No,No,,Yes,Yes,No
20590,Kiima Kimwe,Kiima Kimwe,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Machakos,Machakos Town,Machakos,Muvuti/Kiima-kimwe,Operational,No,No,No,No,,Yes,Yes,No
20589,Baranga Dispensary,Baranga Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Meru,South Imenti,Imenti South,Abogeta East,Operational,No,No,No,No,,Yes,Yes,No
20587,Qatar Medical Clinic,Qatar Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Kwale,Lunga Lunga,Lunga Lunga,Pongwe/Kikokeni,Operational,No,No,No,No,,Yes,Yes,No
20585,Malomani Medical Clinic,Malomani Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Kwale,Kinango,Kinango,Mwavumbo,Operational,No,No,No,No,,Yes,Yes,No
20584,National Parasitology and NTD Reference Lab,National Parasitology and NTD Reference Lab,None,Level 2,Laboratory,STAND ALONE,Ministry of Health,Ministry of Health,"Kenya Medical Laboratory, Tech & Technologists Board",0,0,Nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Operational,No,No,No,No,,Yes,Yes,No
20583,National Microbiology Reference Lab,National Microbiology Reference Lab,None,Level 2,Laboratory,STAND ALONE,Ministry of Health,Ministry of Health,"Kenya Medical Laboratory, Tech & Technologists Board",0,0,Nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Operational,No,No,No,No,,Yes,Yes,No
20582,National Food Safety and Nutrition Reference Lab,National Food Safety and Nutrition Reference Lab,None,Level 2,Laboratory,STAND ALONE,Ministry of Health,Ministry of Health,"Kenya Medical Laboratory, Tech & Technologists Board",0,0,Nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Operational,No,No,No,No,,Yes,Yes,No
20581,National Blood Transfusion Services,National Blood Transfusion Services,None,Level 2,Laboratory,STAND ALONE,Ministry of Health,Ministry of Health,"Kenya Medical Laboratory, Tech & Technologists Board",0,0,Nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Operational,No,No,No,No,,Yes,Yes,No
20580,National Virology Reference Lab,National Virology Reference Lab,None,Level 2,Laboratory,STAND ALONE,Ministry of Health,Ministry of Health,"Kenya Medical Laboratory, Tech & Technologists Board",0,0,Nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Operational,No,No,No,No,,Yes,Yes,No
20579,Kaliani Dispensary,Kaliani Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kitui,Kitui South,Kitui South,Kanziku,Operational,No,No,No,No,,Yes,Yes,No
20578,Maritati Dispensary,Maritati Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Meru,Buuri,Buuri,Kisima,Operational,No,No,No,No,,Yes,Yes,No
20577,Ntirimiti Dispensary,Ntirimiti Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Meru,Buuri,Buuri,Kibirichia,Operational,No,No,No,No,,Yes,Yes,No
20576,Kibirichia Catholic Dispensary,kibirichia Catholic Dispensary,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,Meru,Buuri,Buuri,Kibirichia,Operational,No,No,No,No,,Yes,Yes,No
20574,Suba Medical Clinic,Suba Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,4,2,Nairobi,Embakasi Central,Embakasi Central,Kayole North,Operational,No,No,No,No,,Yes,Yes,No
20572,Bumala CFW clinic,Bumala CFW clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,Busia,Butula,Butula,Marachi West,Operational,No,No,No,No,,Yes,Yes,No
20571,Wema Centre Medical Laboratory,Wema Centre Medical Laboratory,None,Level 2,Laboratory,STAND ALONE,Private Practice Lab Technician/Technologist,Private Practice,"Kenya Medical Laboratory, Tech & Technologists Board",0,0,Bungoma,Kanduyi,Kanduyi,Township,Operational,No,No,No,No,,Yes,Yes,No
20570,Muhuru Bay VCT Centre (Nyarami),Muhuru Bay VCT Centre (Nyarami),None,Level 2,VCT,STAND ALONE,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,1,0,Migori,Nyatike,Nyatike,Muhuru,Operational,No,No,No,No,,Yes,Yes,No
20568,Obware Dispensary,Obware Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,15,4,Migori,Nyatike,Nyatike,Kanyasa,Operational,No,No,No,No,,Yes,Yes,No
20567,Thinyaine Dispensary,Thinyaine Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Meru,Tigania West,Tigania West,Akithii,Operational,No,No,No,No,,Yes,Yes,No
20566,Mephibosheth Medical Clinic,Mephibosheth Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,2,2,Kitui,Mwingi North,Mwingi North,Kyuso,Operational,No,No,No,No,,Yes,Yes,No
